"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명"
"3040000","CDFF2241142023000001","2023-03-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 중곡동 82-4","서울특별시 광진구 영화사로 28, 1층 (중곡동)","04949","뽑짱","2023-03-21 18:19:56","I","2022-12-02 22:03:00.0","","207883.538791714","450534.972866627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFF2241142017000057","2017-12-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 29-50","서울특별시 강서구 까치산로 85, 1층 (화곡동)","07678","Funny놀이터Zone","2023-03-22 09:28:23","U","2022-12-02 22:04:00.0","","186469.922354221","449335.468608457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3090000","CDFF2241142019000009","2019-06-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 도봉구 방학동 648-41","서울특별시 도봉구 도당로27길 15, 1층 (방학동)","01352","뽑기 매니아","2023-04-17 16:20:19","U","2022-12-03 23:09:00.0","","203531.73802902","462847.426744451","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3040000","CDFF2241142017000018","2017-04-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 12-1","서울특별시 광진구 동일로18길 44, 1층 (자양동)","05079","뽑짱","2023-03-10 16:59:02","U","2022-12-02 23:02:00.0","","205689.831170704","448561.507000183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3040000","CDFF2241142023000002","2023-03-28","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 227-7 더샵스타시티","서울특별시 광진구 아차산로 272, 더샵스타시티 2층 (자양동)","05065","GAME PARK","2023-03-28 13:55:54","I","2022-12-02 21:00:00.0","","206349.675048285","448396.939704285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3060000","CDFF2241142017000002","2017-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중랑구 상봉동 130-103 지앤지타운","서울특별시 중랑구 중랑천로12길 45, 지앤지타운 1층 (상봉동)","02120","프렌즈샵","2023-03-28 11:04:23","U","2022-12-02 21:00:00.0","","206584.403761064","454518.196629369","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3140000","CDFF2241142022000002","2022-12-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신정동 1025-28","서울특별시 양천구 신월로36길 7, 1층 (신정동)","08086","뽑캉스","2023-03-30 16:20:43","U","2022-12-04 00:01:00.0","","187422.199359901","446541.706872066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3070000","CDFF2241142023000001","2023-03-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 동선동1가 23 1층","서울특별시 성북구 동소문로20길 37-23, 1층 (동선동1가)","02845","헌터박스","2023-04-03 16:42:24","D","2022-12-04 00:05:00.0","","201522.863621305","454334.835416032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3140000","CDFF2241142019000005","2019-07-10","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신월동 88-1","서울특별시 양천구 월정로36길 12, 1층 (신월동)","07907","뽑캉스","2023-03-30 14:15:01","U","2022-12-04 00:01:00.0","","185311.204912495","448468.988920193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3140000","CDFF2241142017000040","2017-12-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신월동 159-53 1층","서울특별시 양천구 남부순환로40길 12, 1층 (신월동)","07911","킹콩놀이샵","2023-03-30 14:21:29","U","2022-12-04 00:01:00.0","","184716.444911673","448095.709412349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3140000","CDFF2241142017000026","2017-04-18","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신월동 159-50","서울특별시 양천구 남부순환로40길 16-1 (신월동)","07911","두두플레이방","2023-03-30 14:17:34","U","2022-12-04 00:01:00.0","","184703.488585198","448075.493435936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3070000","CDFF2241142016000007","2016-08-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 동선동1가 85-107","서울특별시 성북구 동소문로22길 43, 1층 (동선동1가)","02845","대빵인형뽑기(구:랜덤박스 ?) -","2023-03-29 14:41:07","U","2022-12-04 00:01:00.0","","201553.997404472","454324.265472233","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3050000","CDFF2241142022000002","20220428","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 이문동 305-152 3층","서울특별시 동대문구 휘경로 17, 3층 (이문동)","02419","럭스게임장","2022-04-28 17:35:34","I","2021-12-03 21:00:00.0","","205420.589934149","454834.765822856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFF2241142022000001","20220404","","01","영업/정상","13","영업중","","","","","023593578","","","서울특별시 은평구 갈현동 398-4 인락빌딩","서울특별시 은평구 연서로29길 8-8, 인락빌딩 2층 (갈현동)","03330","짱구게임","2022-08-29 11:00:58","U","2021-12-07 21:01:00.0","","192845.044379709","457412.609904875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3190000","CDFF2241142023000001","2023-04-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 노량진동 117-20 노량진 거성빌딩","서울특별시 동작구 만양로14가길 26, 노량진 거성빌딩 3층 (노량진동)","06913","3층게임장","2023-04-08 15:49:06","I","2022-12-03 23:00:00.0","","195062.158455459","445615.996713762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3240000","CDFF2241142016000001","2016-07-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 성내동 446-24 WE7(위세븐) 301호","서울특별시 강동구 성안로 10, WE7(위세븐) 301호 (성내동)","05407","피에스레이싱","2023-04-11 14:28:21","U","2022-12-03 23:03:00.0","","211378.80403881","446959.93759108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3070000","CDFF2241142023000002","2023-03-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 동선동1가 23 1층","서울특별시 성북구 동소문로20길 37-23, 1층 (동선동1가)","02845","헌터박스","2023-03-31 10:57:43","I","2022-12-04 00:02:00.0","","201522.863621305","454334.835416032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3120000","CDFF2241142023000001","2023-03-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서대문구 홍은동 402-9 1층","서울특별시 서대문구 거북골로 7, 1층 좌2호 (홍은동)","03662","타겟월드","2023-03-31 13:07:45","I","2022-12-04 00:02:00.0","","193422.865353929","453194.203706638","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3070000","CDFF2241142023000003","2023-04-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 동선동1가 23 1층","서울특별시 성북구 동소문로20길 37-23, 1층 (동선동1가)","02845","헌터박스","2023-04-03 16:40:31","I","2022-12-04 00:05:00.0","","201522.863621305","454334.835416032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3090000","CDFF2241142019000012","2019-10-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 도봉구 방학동 648-40","서울특별시 도봉구 도당로27길 17, 1층 (방학동)","01352","통큰뽑기방","2023-04-18 15:08:41","U","2022-12-03 22:00:00.0","","203531.548058863","462862.170383897","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3050000","CDFF2241142023000002","2023-04-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 제기동 137-60","서울특별시 동대문구 안암로 146, 1층 (제기동)","02473","인형뽑기샵","2023-04-07 15:51:37","I","2022-12-04 00:09:00.0","","202979.871877406","453944.001917371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFF2241142016000008","2016-12-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 갈현동 398-4 인락빌딩 지하1층","서울특별시 은평구 연서로29길 8-8, 인락빌딩 지하1층 (갈현동)","03330","짱게임장","2023-02-06 18:02:50","U","2022-12-02 00:08:00.0","","192845.044379709","457412.609904875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3020000","CDFF2241142017000005","2017-06-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 원효로1가 44-9","서울특별시 용산구 백범로87길 51, 1층 (원효로1가)","04315","콤콤오락실","2023-04-18 14:35:52","U","2022-12-03 22:00:00.0","","197211.164332133","448591.22697712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3160000","CDFF2241142023000004","2023-04-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 고척동 257-14","서울특별시 구로구 경인로33길 104, 1층 (고척동)","08234","뽀끼뽀꼬","2023-04-19 14:39:09","I","2022-12-03 22:01:00.0","","186700.378926449","444482.248942522","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFF2241142019000003","20190423","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 722-1 수창빌딩","서울특별시 강서구 강서로 381, 수창빌딩 4층 (마곡동)","07803","마곡플스","2022-08-01 13:43:54","U","2021-12-08 00:03:00.0","","185634.148808572","450821.268929033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3160000","CDFF2241142023000005","2023-04-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 가리봉동 122-10 정풍빌딩 1층","서울특별시 구로구 구로동로 10, 정풍빌딩 1층 (가리봉동)","08384","88게임장","2023-04-27 14:52:48","I","2022-12-03 22:09:00.0","","189991.225371071","442305.570734612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3070000","CDFF2241142019000001","2019-02-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 정릉동 260-28","서울특별시 성북구 보국문로20길 22, 1층 (정릉동)","02711","정릉인형뽑기방","2023-02-08 15:14:26","U","2022-12-01 23:00:00.0","","200781.072098328","456662.879807501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3060000","CDFF2241142022000002","20221222","","01","영업/정상","13","영업중","","","","","070-8621-2525","","","서울특별시 중랑구 상봉동 89-10 레그노시티","서울특별시 중랑구 봉우재로33길 85, 지하2층 (상봉동, 레그노시티)","02149","호토스테이션","2022-12-22 10:29:22","I","2021-11-01 22:04:00.0","","207839.87764909","454850.571308838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFF2241142017000002","20170307","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 종로구 자하문로1길 21 (내자동)","03041","좁골플레이","2017-03-07 09:28:24","I","2018-08-31 23:59:59.0","","197385.478858353    ","452676.050178151    ","청소년게임제공업","유통관련업","","","뽀끼뽀끼2(제CC-NA-160831-008호)","28","","","","","","","","","","","","","","","","","","","6","","전체이용가","","","",""
"3000000","CDFF2241142017000003","20170511","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 종로구 창신길 12 (창신동)","03106","인형뽑기","2021-08-26 11:00:35","U","2021-08-28 02:40:00.0","","200873.996485064    ","452206.310125207    ","청소년게임제공업","유통관련업","0","","토이즈팝 7대, 럭셔리자이언츠 1대","24","1","0","","0","0","0","0","","","","","","","","","","","","8","","전체이용가","","","",""
"3160000","CDFF2241142023000003","2023-01-17","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 가리봉동 135-25 JS호스텔 201호","서울특별시 구로구 남부순환로105길 32, JS호스텔 201호 (가리봉동)","08395","두꺼비 게임장","2023-02-24 09:33:04","U","2022-12-01 22:06:00.0","","190289.173314581","441929.798809285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFF2241142008000005","20080604","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 명륜2가 36-1번지 (1층,2층) ","서울특별시 종로구 대명길 24 (명륜2가,(1층,2층))","","우리게임장","2016-08-10 12:56:51","I","2018-08-31 23:59:59.0","","199951.97511202     ","453458.191077662    ","청소년게임제공업","유통관련업","5","","철권태그토너먼트, 킹오브파이더즈2003","195.58","2","","근린생활시설","","50","","","","","","","","","","","","","","76","","","","","",""
"3000000","CDFF2241142008000007","20080722","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 관철동 6-7 ","서울특별시 종로구 종로14길 5 (관철동)","03190","짱오락실","2021-06-07 09:56:31","U","2021-06-09 02:40:00.0","","198785.369566965    ","451947.74424616     ","청소년게임제공업","유통관련업","3","","철권6, 타임크라시스3, 레츠고정글","337.11","1","","다중주택(공동주택적용)","","50","","","","","","","","","","","","","","37","","전체이용가","","","",""
"3160000","CDFF2241142023000002","20230116","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 732-1 301호","서울특별시 구로구 구로동로 126-2, 3층 (구로동)","08311","호박게임랜드","2023-01-26 08:51:51","U","2022-11-30 22:08:00.0","","189724.26538633","443087.184496872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3080000","CDFF2241142023000002","2023-02-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 수유동 178-2 동보빌딩","서울특별시 강북구 한천로 1072, 동보빌딩 지하 1층 (수유동)","01053","골드스타게임장","2023-02-02 08:50:19","I","2022-12-02 00:04:00.0","","202056.977848459","459994.129721138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3030000","CDFF2241142020000002","20200923","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동2가 566-35 우리두리놀이방 ","서울특별시 성동구 성덕정17길 4, 우리두리놀이방 1층 (성수동2가)","04776","뽑기나라","2020-09-23 10:14:05","I","2020-09-25 00:23:12.0","","204825.102250032    ","448368.27301521     ","청소년게임제공업","유통관련업","","","코코짱, 토이즈팝, 럭셔리 러브푸쉬, 레인보우 플러스2","30","","","","","","","","","","","","","","","","","","","10","","전체이용가","","","",""
"3110000","CDFF2241142022000003","20220603","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 갈현동 392-31","서울특별시 은평구 통일로 911, 104호 (갈현동)","03328","뽑기YO","2022-08-29 11:01:54","U","2021-12-07 21:01:00.0","","192832.126214329","458017.674670272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3160000","CDFF2241142020000001","20200309","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 413-80","서울특별시 구로구 구로동로 159, 2층 (구로동)","08309","하오게임랜드","2022-05-13 09:01:40","U","2021-12-04 23:05:00.0","","189599.446401572","443398.722474183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3050000","CDFF2241142008000015","2008-08-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 장안동 368-1 11층","서울특별시 동대문구 답십리로 288, 11층 (장안동, 바우하우스)","02637","게임파크(Game-park)","2023-04-21 16:49:55","U","2022-12-03 22:03:00.0","","206325.349431713","452184.2101607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3050000","CDFF2241142016000018","2016-11-29","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 전농동 295-16","서울특별시 동대문구 사가정로13길 3, 1층 (전농동)","02506","놀러와","2023-02-09 16:37:49","U","2022-12-01 23:01:00.0","","205048.138960502","452869.283154469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3170000","CDFF2241142019000007","2019-10-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 848-34","서울특별시 금천구 독산로 111, 1층 (시흥동)","08625","다뽑아방","2023-02-08 09:53:14","U","2022-12-01 23:00:00.0","","191546.323664259","439463.284857433","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3170000","CDFF2241142019000006","2019-09-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 896-31","서울특별시 금천구 독산로 41 (시흥동)","08630","뽑기놀이터","2023-02-08 09:54:10","U","2022-12-01 23:00:00.0","","191591.509170286","438768.49913036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3170000","CDFF2241142019000004","2019-09-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 908-21","서울특별시 금천구 독산로 44-1, 1층 (시흥동)","08642","뽑아쥬","2023-02-08 09:48:04","U","2022-12-01 23:00:00.0","","191620.692230259","438799.454576144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3170000","CDFF2241142017000012","2017-04-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 185-7 지상1층","서울특별시 금천구 독산로74길 21, 지상1층 (독산동)","08557","다뽑아방","2023-02-08 09:46:40","U","2022-12-01 23:00:00.0","","191422.866970696","440728.833328677","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3170000","CDFF2241142016000006","2016-09-29","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 901 지상1층","서울특별시 금천구 시흥대로50길 12, 지상1층 (시흥동)","08630","뽑기노리","2023-02-08 09:51:26","U","2022-12-01 23:00:00.0","","191341.215586208","438801.067791654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFF2241142019000004","20190613","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 숭인동 183-9번지 정우빌딩 ","서울특별시 종로구 종로 389, 정우빌딩 1층 (숭인동)","03112","뽑기#","2019-07-25 16:05:08","U","2019-07-27 02:40:00.0","","201742.998482025    ","452496.336088655    ","청소년게임제공업","유통관련업","","","토이즈팝","24.94","","","","","","","","","","","","","","","","","","","13","","전체이용가","","","",""
"3170000","CDFF2241142015000005","2015-07-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 가산동 146-28 지상1층","서울특별시 금천구 남부순환로112길 42, 지상1층 (가산동)","08528","푸시킹","2023-02-08 09:43:40","U","2022-12-01 23:00:00.0","","190520.010058056","441707.51205046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3240000","CDFF2241142023000001","20230116","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 천호동 453-7","서울특별시 강동구 천호대로159길 25, 1층 (천호동)","05335","헌터박스","2023-01-16 16:12:43","I","2022-11-30 23:08:00.0","","211220.108221915","448503.534642454","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3070000","CDFF2241142017000016","2017-09-29","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 안암동5가 102-86 인화빌딩","서울특별시 성북구 고려대로24길 28, 인화빌딩 (안암동5가)","02855","대빵오락실(구:짱오락실2023.3.2._상호변경)","2023-03-02 17:49:28","U","2022-12-03 00:04:00.0","","202511.645972879","453631.544050175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3230000","CDFF2241142016000012","2016-12-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 잠실동 184-21","서울특별시 송파구 올림픽로 114, 1층 (잠실동, 서경빌딩)","05558","인형의집","2023-02-17 11:12:47","U","2022-12-01 23:09:00.0","","207285.007760799","445451.585148695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3070000","CDFF2241142017000009","20170320","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 정릉동 373-2 ","서울특별시 성북구 솔샘로4길 52, 1층 (정릉동)","02710","소문난 뽑기방","2021-10-18 16:56:06","U","2021-10-20 02:40:00.0","","200617.40071733     ","456246.495466747    ","청소년게임제공업","유통관련업","3","","토이즈팝6대, 레인보우플러스1대, 멘토스1대, 러브푸시2대","41.29","3","1","","","","","","","","","","","","","","","","","10","","전체이용가","","","",""
"3100000","CDFF2241142017000023","20171207","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 상계동 713 롯데백화점 10층","서울특별시 노원구 동일로 1414, 롯데백화점 10층 (상계동)","01695","GAME PARK","2022-11-29 09:20:57","U","2021-11-02 00:01:00.0","","205320.28476675","461419.881795004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3070000","CDFF2241142016000012","2016-10-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 상월곡동 57-5","서울특별시 성북구 장월로1길 69 (상월곡동)","02752","차차오락실","2023-02-23 17:14:33","U","2022-12-01 22:05:00.0","","203866.38862167","455905.345458343","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFF2241142017000056","20171213","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 997-1 101호","서울특별시 강서구 우장산로16길 26, 1층 101호 (화곡동)","07686","뽑기매니아","2022-04-21 11:26:30","U","2021-12-03 22:03:00.0","","186603.817115543","450005.711969675","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3080000","CDFF2241142017000011","20170821","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 수유동 229-49번지 118호","서울특별시 강북구 노해로8길 22, 118호 (수유동, 경남아너스빌)","01073","뽑기놀이터","2017-08-21 13:06:51","I","2018-08-31 23:59:59.0","","202071.310518981    ","459514.711297656    ","청소년게임제공업","유통관련업","","","","78.47","","","","","","","","","","","","","","","","","","","","","전체이용가","","","",""
"3080000","CDFF2241142016000003","2016-07-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 수유동 229-49 경남아너스빌","서울특별시 강북구 노해로8길 22, 경남아너스빌 (수유동)","01073","대빵인형뽑기","2023-02-20 12:59:59","U","2022-12-01 22:02:00.0","","202071.310518981","459514.711297656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3080000","CDFF2241142015000002","20150817","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 수유동 172-173","서울특별시 강북구 한천로140길 47, 1층 (수유동)","01054","토이몬","2022-12-05 15:57:34","U","2021-11-02 00:07:00.0","","202439.67925937","459930.106838764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3060000","CDFF2241142016000005","20160816","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중랑구 면목동 497-16 지상1층","서울특별시 중랑구 면목로45길 8 (면목동, 지상1층)","02228","노리터","2022-08-10 09:26:58","U","2021-12-07 23:02:00.0","","207712.435284245","453286.325346393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFF2241142022000002","20220523","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 갈현동 506-31","서울특별시 은평구 갈현로 201, 1층 (갈현동)","03325","뽑기짱","2022-08-29 11:02:13","U","2021-12-07 21:01:00.0","","192266.498632555","457033.607813478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFF2241142017000023","20171222","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 갈현동 398-3 1층","서울특별시 은평구 연서로29길 8-10, 1층 (갈현동)","03330","게임몬스터","2022-08-29 11:02:43","U","2021-12-07 21:01:00.0","","192849.747874795","457421.44611134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFF2241142017000006","20170329","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 갈현동 460-3 1층 우측","서울특별시 은평구 연서로 211-2, 1층 우측호 (갈현동)","03333","즐겨뽑기","2022-08-29 11:03:40","U","2021-12-07 21:01:00.0","","192769.954778536","457246.100519207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFF2241142017000005","20170328","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 역촌동 20-18 1층우측","서울특별시 은평구 역말로 64, 1층 우측호 (역촌동)","03402","뿌잉샵","2022-08-29 11:03:16","U","2021-12-07 21:01:00.0","","192645.593824414","455953.595028468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFF2241142017000004","20170314","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 진관동 73 123호","서울특별시 은평구 진관2로 15-8, 123호 (진관동, 웅신미켈란의아침)","03306","뽑아방 구파발점","2022-08-29 11:01:24","U","2021-12-07 21:01:00.0","","192834.20901597","459225.670587264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFF2241142015000006","20150901","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 갈현동 398-4 인락빌딩 1층 101호","서울특별시 은평구 연서로29길 8-8, 인락빌딩 1층 101호 (갈현동)","03330","짱구게임","2022-08-29 10:59:27","U","2021-12-07 21:01:00.0","","192845.044379709","457412.609904875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFF2241142013000001","20130530","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 역촌동 19-53","서울특별시 은평구 역말로 72 (역촌동)","03403","신화게임랜드","2022-08-29 10:58:52","U","2021-12-07 21:01:00.0","","192717.554076641","455974.011505916","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFF2241142017000015","20170524","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 불광동 239-61 1층","서울특별시 은평구 불광로 95, 1층 (불광동)","03355","뽑아방","2022-08-30 10:12:17","U","2021-12-09 00:01:00.0","","193988.821281401","457014.303243608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFF2241142017000014","20170515","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 응암동 589-37 1층","서울특별시 은평구 가좌로 237, 1층 (응암동)","03484","오거리 인형마을","2022-08-30 10:11:44","U","2021-12-09 00:01:00.0","","192529.224883925","454264.200877747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3170000","CDFF2241142022000004","20221219","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 951-21","서울특별시 금천구 독산로109길 18, 1층 (독산동)","08537","24시 뽑기방","2022-12-19 11:19:11","I","2021-11-01 22:01:00.0","","191332.568474341","441882.752992807","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFF2241142019000002","20191204","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 황학동 1687 ","서울특별시 중구 난계로 205, 1층 (황학동)","04573","뽑겟몬(영)","2021-08-23 19:58:38","U","2021-08-25 02:40:00.0","","201985.916298808    ","451950.849083821    ","청소년게임제공업","유통관련업","0","","아케이드게임(펑펑커플 외)","39.66","0","0","","0","0","0","0","","","","","","","","","","","","11","","전체이용가","","","",""
"3110000","CDFF2241142018000007","20180322","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 신사동 17-9","서울특별시 은평구 갈현로 9, 1층 (신사동)","03437","뽑신","2022-08-30 10:15:37","U","2021-12-09 00:01:00.0","","191984.429114316","455168.631761233","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFF2241142018000003","20180115","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 신사동 16-22 301호","서울특별시 은평구 갈현로 15, 3층 301호 (신사동)","03436","해피플스방","2022-08-30 10:15:07","U","2021-12-09 00:01:00.0","","191980.700252179","455227.374192559","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
